SONIA,Date
0.3994,2013-01-23
0.4029,2013-01-22
0.4023,2013-01-21
0.4042,2013-01-18
0.4022,2013-01-17
0.3977,2013-01-16
0.4054,2013-01-15
0.4041,2013-01-14
0.4027,2013-01-11
0.3988,2013-01-10
0.4273,2013-01-09
0.4231,2013-01-08
0.4238,2013-01-07
0.4261,2013-01-04
0.4261,2013-01-03
0.43,2013-01-02
0.4275,2012-12-31
0.4294,2012-12-28
0.4299,2012-12-27
0.4456,2012-12-24
0.4335,2012-12-21
0.4276,2012-12-20
0.4312,2012-12-19
0.4331,2012-12-18
0.4332,2012-12-17
0.4293,2012-12-14
0.4309,2012-12-13
0.431,2012-12-12
0.4304,2012-12-11
0.4308,2012-12-10
0.4331,2012-12-07
0.4287,2012-12-06
0.4287,2012-12-05
0.4255,2012-12-04
0.427,2012-12-03
0.4327,2012-11-30
0.4334,2012-11-29
0.4334,2012-11-28
0.4306,2012-11-27
0.4265,2012-11-26
0.4251,2012-11-23
0.4271,2012-11-22
0.4187,2012-11-21
0.4164,2012-11-20
0.4156,2012-11-19
0.4153,2012-11-16
0.4037,2012-11-15
0.4031,2012-11-14
0.4055,2012-11-13
0.4235,2012-11-12
0.4414,2012-11-09
0.436,2012-11-08
0.4379,2012-11-07
0.4354,2012-11-06
0.4359,2012-11-05
0.4344,2012-11-02
0.4321,2012-11-01
0.4088,2012-10-31
0.4349,2012-10-30
0.4315,2012-10-29
0.4347,2012-10-26
0.4332,2012-10-25
0.4324,2012-10-24
0.4365,2012-10-23
0.4388,2012-10-22
0.439,2012-10-19
0.4358,2012-10-18
0.4351,2012-10-17
0.4331,2012-10-16
0.4295,2012-10-15
0.4363,2012-10-12
0.4361,2012-10-11
0.4334,2012-10-10
0.4353,2012-10-09
0.4378,2012-10-08
0.4379,2012-10-05
0.4348,2012-10-04
0.4312,2012-10-03
0.4325,2012-10-02
0.4293,2012-10-01
0.3938,2012-09-28
0.4273,2012-09-27
0.4263,2012-09-26
0.4311,2012-09-25
0.4291,2012-09-24
0.4313,2012-09-21
0.4293,2012-09-20
0.4211,2012-09-19
0.4184,2012-09-18
0.415,2012-09-17
0.4194,2012-09-14
0.4193,2012-09-13
0.4196,2012-09-12
0.4227,2012-09-11
0.4256,2012-09-10
0.423,2012-09-07
0.4432,2012-09-06
0.4465,2012-09-05
0.4513,2012-09-04
0.4481,2012-09-03
0.4298,2012-08-31
0.446,2012-08-30
0.4575,2012-08-29
0.4585,2012-08-28
0.4463,2012-08-24
0.4513,2012-08-23
0.4572,2012-08-22
0.4536,2012-08-21
0.445,2012-08-20
0.4408,2012-08-17
0.4562,2012-08-16
0.4584,2012-08-15
0.4446,2012-08-14
0.4526,2012-08-13
0.4422,2012-08-10
0.45,2012-08-09
0.4489,2012-08-08
0.4562,2012-08-07
0.447,2012-08-06
0.4566,2012-08-03
0.4434,2012-08-02
0.4589,2012-08-01
0.4553,2012-07-31
0.4579,2012-07-30
0.4629,2012-07-27
0.4548,2012-07-26
0.4591,2012-07-25
0.4583,2012-07-24
0.4618,2012-07-23
0.4641,2012-07-20
0.4607,2012-07-19
0.462,2012-07-18
0.4634,2012-07-17
0.4605,2012-07-16
0.4661,2012-07-13
0.464,2012-07-12
0.4713,2012-07-11
0.4676,2012-07-10
0.4685,2012-07-09
0.4678,2012-07-06
0.4713,2012-07-05
0.4723,2012-07-04
0.4763,2012-07-03
0.4742,2012-07-02
0.4586,2012-06-29
0.4749,2012-06-28
0.488,2012-06-27
0.4842,2012-06-26
0.4869,2012-06-25
0.4818,2012-06-22
0.4941,2012-06-21
0.4933,2012-06-20
0.4891,2012-06-19
0.4941,2012-06-18
0.491,2012-06-15
0.4864,2012-06-14
0.491,2012-06-13
0.4787,2012-06-12
0.4847,2012-06-11
0.4874,2012-06-08
0.4881,2012-06-07
0.486,2012-06-06
0.4935,2012-06-01
0.4939,2012-05-31
0.4927,2012-05-30
0.4871,2012-05-29
0.4894,2012-05-28
0.4881,2012-05-25
0.4845,2012-05-24
0.4899,2012-05-23
0.4866,2012-05-22
0.4863,2012-05-21
0.4859,2012-05-18
0.4867,2012-05-17
0.4873,2012-05-16
0.4856,2012-05-15
0.4863,2012-05-14
0.4812,2012-05-11
0.4934,2012-05-10
0.4779,2012-05-09
0.4733,2012-05-08
0.479,2012-05-04
0.4742,2012-05-03
0.4815,2012-05-02
0.4748,2012-05-01
0.4785,2012-04-30
0.4749,2012-04-27
0.4774,2012-04-26
0.4796,2012-04-25
0.4826,2012-04-24
0.4836,2012-04-23
0.4899,2012-04-20
0.4915,2012-04-19
0.4848,2012-04-18
0.4888,2012-04-17
0.4907,2012-04-16
0.493,2012-04-13
0.4932,2012-04-12
0.5039,2012-04-11
0.496,2012-04-10
0.4834,2012-04-05
0.4789,2012-04-04
0.4838,2012-04-03
0.4816,2012-04-02
0.4775,2012-03-30
0.4957,2012-03-29
0.4885,2012-03-28
0.4913,2012-03-27
0.4986,2012-03-26
0.4969,2012-03-23
0.5024,2012-03-22
0.4934,2012-03-21
0.4885,2012-03-20
0.4859,2012-03-19
0.4796,2012-03-16
0.4831,2012-03-15
0.4765,2012-03-14
0.486,2012-03-13
0.483,2012-03-12
0.482,2012-03-09
0.4799,2012-03-08
0.4924,2012-03-07
0.4992,2012-03-06
0.4984,2012-03-05
0.4946,2012-03-02
0.5065,2012-03-01
0.5047,2012-02-29
0.5017,2012-02-28
0.498,2012-02-27
0.4971,2012-02-24
0.5004,2012-02-23
0.4957,2012-02-22
0.4922,2012-02-21
0.5013,2012-02-20
0.4975,2012-02-17
0.5015,2012-02-16
0.5104,2012-02-15
0.4947,2012-02-14
0.492,2012-02-13
0.4968,2012-02-10
0.5037,2012-02-09
0.4981,2012-02-08
0.4989,2012-02-07
0.4997,2012-02-06
0.497,2012-02-03
0.502,2012-02-02
0.501,2012-02-01
0.51,2012-01-31
0.5252,2012-01-30
0.5182,2012-01-27
0.5177,2012-01-26
0.5171,2012-01-25
0.5115,2012-01-24
0.5211,2012-01-23
0.5081,2012-01-20
0.5118,2012-01-19
0.522,2012-01-18
0.5181,2012-01-17
0.5244,2012-01-16
0.5152,2012-01-13
0.5057,2012-01-12
0.5156,2012-01-11
0.519,2012-01-10
0.5128,2012-01-09
0.5038,2012-01-06
0.5077,2012-01-05
0.5269,2012-01-04
0.5169,2012-01-03
